STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WESD
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/28/1999,9.62,0,0,0,26,31,20,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/29/1999,14.99,0,0,0,33,37,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/30/1999,14.09,0,0,0,44,51,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/31/1999,6.71,0.08,0,0,38,44,31,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/1/2000,7.38,0,0,0,39,46,31,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/2/2000,7.61,0,0,0,46,54,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/3/2000,3.13,0,0,0,53,60,46,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/4/2000,14.54,0.62,0,0,51,55,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/5/2000,17.67,0.04,0,0,38,47,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/6/2000,10.51,0,0,0,33,42,23,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/7/2000,14.09,0,0,0,42,49,35,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/8/2000,13.42,0,0,0,34,38,29,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/9/2000,7.16,0.01,0,0,43,49,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/10/2000,15.43,0.58,0,0,49,55,42,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/11/2000,20.8,0,0,0,47,53,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/12/2000,17,0,0,0,44,48,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/13/2000,16.11,0.01,0.3,0,29,40,18,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/14/2000,25.28,0,0,0,19,23,14,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/15/2000,9.84,0,0,0,24,31,16,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/16/2000,21.25,0,0,0,35,47,22,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/17/2000,24.61,0,0,0,15,22,8,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/18/2000,12.75,0,0,0,12,19,4,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/19/2000,9.84,0,0,0,20,30,10,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/20/2000,13.42,0.09,1.4,0,24,28,20,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/21/2000,27.29,0,0,1,17,24,10,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/22/2000,18.79,0,0,1,15,21,9,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/23/2000,7.38,0.01,0.2,1,22,27,16,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/24/2000,7.61,0,0,1,30,36,24,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/25/2000,308.03,0.53,6.2,2,30,33,26,,0.4
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/26/2000,14.54,0.01,0.2,6,27,31,22,,0.5
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/27/2000,22.59,0,0,6,17,22,12,,0.4
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/28/2000,20.8,0,0,6,16,22,9,,0.4
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/29/2000,10.96,0,0,5,25,33,16,,0.4
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/30/2000,6.04,0.46,0.2,5,27,38,16,,0.4
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/31/2000,17.9,0.1,0,4,35,42,28,,1.8
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/1/2000,17.45,0,0,3,31,35,26,,1.9
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/2/2000,22.37,0,0,2,26,29,22,,1.3
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/3/2000,8.05,0.08,1.1,2,27,32,21,,1
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/4/2000,4.7,0.01,0.1,3,29,31,27,,0.8
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/5/2000,14.32,0,0,2,31,35,27,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/6/2000,17,0,0,1,33,37,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/7/2000,18.34,0,0,1,36,44,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/8/2000,9.84,0,0,0,25,29,20,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/9/2000,10.29,0,0,0,35,45,24,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/10/2000,8.5,0,0,0,40,50,29,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/11/2000,12.97,0,0,0,40,50,30,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/12/2000,8.28,0,0,0,28,32,24,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/13/2000,7.38,0.2,0,0,30,39,21,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/14/2000,13.2,0.39,0,0,45,50,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/15/2000,17,0,0,0,37,44,29,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/16/2000,12.3,0,0,0,40,51,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/17/2000,14.54,0,0,0,33,40,26,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/18/2000,11.41,0.83,2.1,0,32,37,27,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/19/2000,9.17,0.25,0,0,31,32,30,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/20/2000,14.54,0,0,0,35,40,30,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/21/2000,10.74,0,0,0,37,43,30,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/22/2000,8.28,0,0,0,37,45,29,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/23/2000,5.82,0,0,0,40,51,29,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/24/2000,5.37,0,0,0,47,56,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/25/2000,10.29,0.1,0,0,46,52,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/26/2000,11.41,0.01,0,0,41,43,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/27/2000,8.72,0.02,0,0,45,50,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/28/2000,20.58,0.07,0,0,46,52,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/29/2000,17,0,0,0,46,57,35,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/1/2000,6.71,0,0,0,40,45,34,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/2/2000,18.57,0,0,0,43,49,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/3/2000,23.26,0,0,0,41,48,34,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/4/2000,14.76,0,0,0,43,53,32,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/5/2000,15.66,0,0,0,48,57,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/6/2000,14.32,0,0,0,47,55,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/7/2000,7.38,0,0,0,46,59,32,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/8/2000,7.16,0,0,0,50,59,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/9/2000,6.26,0,0,0,55,64,46,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/10/2000,12.75,0,0,0,52,61,42,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/11/2000,14.76,1.73,0,0,42,44,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/12/2000,15.21,0.23,0,0,44,53,35,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/13/2000,11.41,0,0,0,40,48,32,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/14/2000,13.87,0,0,0,42,49,35,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/15/2000,14.09,0,0,0,46,54,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/16/2000,9.17,0.67,0,0,52,61,42,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/17/2000,19.46,0.58,0.7,0,40,52,28,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/18/2000,11.63,0,0,0,30,37,22,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/19/2000,7.16,0,0,0,33,39,27,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/20/2000,12.53,0,0,0,39,46,32,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/21/2000,17.67,0,0,0,41,44,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/22/2000,14.54,0,0,0,43,49,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/23/2000,5.59,0,0,0,41,48,33,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/24/2000,8.95,0,0,0,53,65,41,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/25/2000,12.3,0.04,0,0,48,54,41,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/26/2000,13.2,0.01,0,0,56,65,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/27/2000,14.76,0.01,0,0,46,55,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/28/2000,18.12,0.86,0,0,53,58,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/29/2000,21.03,0.01,0,0,51,57,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/30/2000,12.53,0,0,0,48,56,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/31/2000,10.29,0,0,0,48,58,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/1/2000,10.29,0,0,0,48,58,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/2/2000,13.2,0,0,0,51,58,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/3/2000,7.38,0,0,0,53,57,49,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/4/2000,19.46,0.11,0,0,55,59,50,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/5/2000,19.46,0,0,0,46,50,41,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/6/2000,13.42,0,0,0,53,68,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/7/2000,11.86,0,0,0,55,59,50,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/8/2000,19.69,0.01,0,0,54,60,48,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/9/2000,21.7,0.47,1.5,0,40,50,30,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/10/2000,15.66,0,0,0,46,55,37,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/11/2000,8.72,0.08,0,0,42,48,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/12/2000,17.67,0.02,0,0,46,52,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/13/2000,12.08,0,0,0,42,48,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/14/2000,8.28,0,0,0,43,50,36,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/15/2000,4.25,0.5,0,0,52,59,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/16/2000,8.72,0.43,0,0,63,73,53,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/17/2000,14.99,0.33,0,0,47,54,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/18/2000,19.69,0.02,0,0,44,48,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/19/2000,14.76,0,0,0,51,59,42,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/20/2000,7.83,0,0,0,51,54,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/21/2000,17.9,2.02,0,0,47,48,46,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/22/2000,12.97,0,0,0,48,50,45,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/23/2000,15.88,0.01,0,0,47,50,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/24/2000,12.75,0,0,0,57,69,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/25/2000,13.65,0,0,0,51,55,46,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/26/2000,13.87,0.01,0,0,43,47,39,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/2000,9.17,0,0,0,44,49,38,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/2000,8.72,0,0,0,50,56,44,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/2000,9.4,0,0,0,54,66,41,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/2000,16.11,0,0,0,56,65,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/2000,11.41,0.02,0,0,49,57,40,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/2000,10.74,0.08,0,0,60,67,52,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/2000,10.74,0,0,0,55,62,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/2000,15.21,0,0,0,55,62,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/2000,8.5,0.08,0,0,68,83,53,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/2000,8.5,0,0,0,72,85,59,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/2000,8.28,0,0,0,74,87,60,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/2000,6.93,0,0,0,73,83,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/2000,10.51,0,0,0,75,86,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/2000,16.11,0.15,0,0,63,74,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/2000,12.97,0,0,0,64,75,53,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/2000,8.95,0.06,0,0,62,67,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/2000,8.5,0.41,0,0,64,71,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/2000,13.42,0,0,0,65,72,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/2000,9.17,0,0,0,58,64,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/2000,10.51,0,0,0,57,65,48,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/2000,11.63,0,0,0,61,66,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/2000,16.33,1.6,0,0,63,68,58,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/2000,12.3,0.72,0,0,55,62,47,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/2000,7.38,0.18,0,0,49,52,46,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/2000,5.59,0.03,0,0,54,56,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/2000,8.05,0.2,0,0,54,57,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/2000,10.07,0.05,0,0,56,60,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/2000,13.2,0.44,0,0,65,75,55,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/2000,12.75,0,0,0,67,76,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/2000,10.96,0,0,0,68,77,59,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/2000,10.96,0,0,0,63,68,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/2000,9.4,0,0,0,61,67,55,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/2000,11.86,0,0,0,58,64,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/2000,11.18,0,0,0,56,62,50,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/2000,6.26,0,0,0,57,61,52,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/2000,8.05,0,0,0,68,79,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/2000,10.07,0.03,0,0,74,85,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/2000,12.53,0,0,0,67,74,59,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/2000,8.05,0,0,0,64,71,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/2000,13.87,0,0,0,63,68,58,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/2000,17,2.44,0,0,56,60,51,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/2000,13.42,0.25,0,0,63,75,50,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/2000,9.4,0,0,0,65,73,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/2000,12.3,0,0,0,76,89,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/2000,12.08,0,0,0,79,91,67,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/2000,13.87,0.48,0,0,82,92,72,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/2000,9.4,0.17,0,0,65,74,56,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/2000,10.74,0.01,0,0,58,61,55,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/2000,9.62,0,0,0,57,61,53,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/2000,5.82,0.03,0,0,65,73,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/2000,11.18,0,0,0,72,78,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/2000,11.63,0,0,0,79,89,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/2000,5.59,0.12,0,0,70,74,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/2000,6.71,0.01,0,0,69,73,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/2000,9.84,0,0,0,72,83,61,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/2000,17.9,0.08,0,0,71,76,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/2000,12.75,0.03,0,0,,82,70,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/2000,9.84,0,0,0,76,84,67,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/2000,9.4,0,0,0,73,81,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/2000,15.88,0,0,0,74,79,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/2000,11.86,0,0,0,75,82,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/2000,11.18,0.01,0,0,79,88,70,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/2000,6.93,0.04,0,0,73,78,67,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/2000,6.26,0,0,0,69,72,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/2000,10.96,0,0,0,73,81,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/2000,8.72,0,0,0,72,80,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/2000,10.51,0,0,0,76,86,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/2000,10.07,0.27,0,0,75,81,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/2000,8.5,0.01,0,0,75,81,69,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/2000,10.96,0,0,0,80,89,71,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/2000,8.28,0,0,0,71,79,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/7/2000,13.87,0,0,0,72,81,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/8/2000,9.4,0,0,0,70,80,60,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/9/2000,14.09,0,0,0,72,79,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/10/2000,14.09,0.08,0,0,82,93,70,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/11/2000,10.96,0,0,0,76,83,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/12/2000,9.62,0,0,0,74,82,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/13/2000,11.41,0,0,0,74,83,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/14/2000,10.07,0.08,0,0,73,80,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/15/2000,13.42,1.42,0,0,69,71,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/16/2000,6.71,0,0,0,72,78,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/17/2000,7.38,0.01,0,0,73,79,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/18/2000,14.09,0,0,0,80,91,69,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/19/2000,5.37,0.13,0,0,67,72,62,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/20/2000,9.17,0,0,0,70,77,62,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/21/2000,12.53,0,0,0,71,79,62,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/22/2000,11.41,0,0,0,75,84,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/23/2000,7.61,0,0,0,71,78,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/24/2000,6.49,0.01,0,0,72,78,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/25/2000,8.95,0.01,0,0,70,74,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/26/2000,12.53,3.11,0,0,67,70,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/27/2000,9.62,0.31,0,0,68,71,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/28/2000,6.93,0.02,0,0,70,75,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/29/2000,5.82,0,0,0,69,73,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/30/2000,7.83,0,0,0,73,78,67,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/31/2000,7.38,0.04,0,0,74,80,67,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/1/2000,7.16,0.39,0,0,71,76,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/2/2000,9.4,0.18,0,0,76,82,70,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/3/2000,9.62,0.73,0,0,76,81,71,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/4/2000,7.38,0.08,0,0,76,80,71,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/5/2000,8.05,0,0,0,73,81,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/6/2000,11.41,0,0,0,71,77,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/7/2000,11.41,0,0,0,82,91,73,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/8/2000,11.41,0,0,0,83,90,75,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/9/2000,10.29,0,0,0,81,87,75,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/10/2000,9.17,0,0,0,80,86,73,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/11/2000,7.16,0.24,0,0,75,82,68,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/12/2000,10.29,1.32,0,0,70,73,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/13/2000,13.87,0.02,0,0,68,71,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/14/2000,10.74,0.23,0,0,66,68,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/15/2000,9.4,0.01,0,0,73,81,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/16/2000,14.54,0.01,0,0,78,86,70,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/17/2000,11.41,0,0,0,71,77,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/18/2000,5.82,0.18,0,0,70,70,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/19/2000,9.4,0,0,0,69,77,61,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/20/2000,8.5,0,0,0,68,74,61,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/21/2000,6.49,0,0,0,67,76,57,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/22/2000,10.29,0,0,0,69,76,61,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/23/2000,14.09,0.01,0,0,69,74,64,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/24/2000,4.03,0,0,0,74,82,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/25/2000,6.93,0,0,0,74,81,66,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/26/2000,7.16,0,0,0,72,81,63,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/27/2000,8.72,0,0,0,72,79,65,,0
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/2000,8.5,0,0,0,75,80,70,,0
